GenderSelect,Country,FormalEducation,Tenure,JobFunctionSelect,AlgorithmUnderstandingLevel,WorkDataVisualizations,CompensationUSD,LearningStyle
Male,Ireland,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,59791.3,MixLearner
Male,Italy,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,10-25% of projects,77728.69,SelfLearner
Female,France,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,51-75% of projects,57399.648,MixLearner
Male,France,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,26-50% of projects,89686.95,MixLearner
Male,France,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,41853.91,MixLearner
Male,Italy,Bachelor's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to run the code / standard library,100% of projects,19133.216,SelfLearner
Male,Belgium,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,41853.91,ClassroomLearner
Male,Other,Bachelor's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to tune the parameters properly,51-75% of projects,65770.43,ClassroomLearner
Male,France,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,50224.692,ClassroomLearner
Male,Belgium,Master's degree,Less than a year,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,56203.822,SelfLearner
Female,France,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,26-50% of projects,40658.084,ClassroomLearner
Male,Spain,Master's degree,1 to 2 years,Other,Enough to explain the algorithm to someone non-technical,10-25% of projects,50224.692,MixLearner
Male,Spain,Bachelor's degree,Less than a year,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to run the code / standard library,26-50% of projects,18654.8856,MixLearner
Male,Italy,Doctoral degree,6 to 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,23916.52,MixLearner
Male,Spain,Master's degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,100% of projects,119582.6,MixLearner
Male,France,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,100% of projects,46637.214,ClassroomLearner
Male,France,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,10-25% of projects,65770.43,SelfLearner
Male,Spain,Doctoral degree,1 to 2 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,16741.564,SelfLearner
Male,Germany,Master's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to run the code / standard library,51-75% of projects,59791.3,SelfLearner
Male,Greece,Professional degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,100% of projects,23916.52,SelfLearner
Female,Other,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,10-25% of projects,20329.042,JobLearner
Male,Germany,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,63378.778,ClassroomLearner
Male,Italy,Bachelor's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to run the code / standard library,51-75% of projects,41853.91,ClassroomLearner
Male,Belgium,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to code it from scratch and it will run blazingly fast and be super efficient,51-75% of projects,71749.56,SelfLearner
Male,France,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,21524.868,MixLearner
Female,Ireland,Doctoral degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,101645.21,MixLearner
Male,Italy,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,35874.78,ClassroomLearner
Male,France,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,60987.126,MixLearner
Male,Other,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to code it from scratch and it will run blazingly fast and be super efficient,26-50% of projects,95666.08,MixLearner
Male,Switzerland,Doctoral degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,100% of projects,102841.036,SelfLearner
Female,Spain,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,47833.04,MixLearner
Male,Belgium,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,32287.302,ClassroomLearner
Male,Netherlands,Doctoral degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,100% of projects,59791.3,JobLearner
Female,Germany,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,52616.344,ClassroomLearner
Female,France,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,47833.04,SelfLearner
Male,Germany,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to code it from scratch and it will run blazingly fast and be super efficient,10-25% of projects,263081.72,SelfLearner
Male,France,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,53812.17,MixLearner
Male,Spain,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,65770.43,MixLearner
Male,Germany,I did not complete any formal education past high school,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,99253.558,SelfLearner
Male,Germany,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,76-99% of projects,66368.343,MixLearner
Male,Germany,Master's degree,1 to 2 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,10-25% of projects,43049.736,MixLearner
Male,France,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,51-75% of projects,69357.908,SelfLearner
Male,France,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,21524.868,ClassroomLearner
Female,Germany,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,26-50% of projects,77728.69,MixLearner
Male,Germany,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,101645.21,SelfLearner
Male,Italy,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,76-99% of projects,59791.3,ClassroomLearner
Male,Germany,Master's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,43049.736,SelfLearner
Male,Italy,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,76-99% of projects,53812.17,SelfLearner
Male,Netherlands,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,26-50% of projects,107624.34,ClassroomLearner
Male,France,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,43049.736,MixLearner
Male,France,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,64574.604,MixLearner
Female,Netherlands,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,62182.952,MixLearner
Male,France,Master's degree,3 to 5 years,Other,Enough to tune the parameters properly,26-50% of projects,43049.736,MixLearner
Male,France,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to code it from scratch and it will run blazingly fast and be super efficient,76-99% of projects,53812.17,ClassroomLearner
Male,France,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,51-75% of projects,41853.91,SelfLearner
Male,Germany,Doctoral degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,89686.95,SelfLearner
Male,Netherlands,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,100% of projects,77728.69,SelfLearner
Female,Netherlands,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,43049.736,MixLearner
Female,Ireland,Professional degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,None,88491.124,ClassroomLearner
Male,Portugal,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,23916.52,MixLearner
Male,Belgium,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,51-75% of projects,28699.824,ClassroomLearner
Male,Netherlands,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,129149.208,SelfLearner
Male,France,Doctoral degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,Less than 10% of projects,56203.822,ClassroomLearner
Male,Finland,Some college/university study without earning a bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,77728.69,MixLearner
Male,France,Doctoral degree,3 to 5 years,Other,Enough to explain the algorithm to someone non-technical,100% of projects,24394.8504,JobLearner
Male,France,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,83707.82,ClassroomLearner
"Non-binary, genderqueer, or gender non-conforming",Netherlands,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,85501.559,MixLearner
Male,Spain,Master's degree,1 to 2 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,17219.8944,ClassroomLearner
Male,Germany,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,22959.8592,MixLearner
Male,France,Master's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,100% of projects,65770.43,SelfLearner
Female,Portugal,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,46039.301,SelfLearner
Female,Italy,Doctoral degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,51-75% of projects,35874.78,MixLearner
Male,France,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,49626.779,MixLearner
Male,Poland,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to tune the parameters properly,10-25% of projects,59791.3,MixLearner
Male,France,Master's degree,Less than a year,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to tune the parameters properly,10-25% of projects,65770.43,SelfLearner
Male,Finland,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,51-75% of projects,29895.65,MixLearner
Male,Italy,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,65770.43,ClassroomLearner
Male,Spain,Master's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to tune the parameters properly,51-75% of projects,59791.3,ClassroomLearner
Male,Italy,Master's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,76-99% of projects,20329.042,ClassroomLearner
Male,France,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,59791.3,ClassroomLearner
Male,France,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,47833.04,MixLearner
Male,Italy,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,76-99% of projects,17937.39,SelfLearner
Male,Other,Doctoral degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,100% of projects,23916.52,SelfLearner
Male,Germany,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,80120.342,MixLearner
Male,France,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,50224.692,SelfLearner
Male,Portugal,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,26-50% of projects,22122.781,MixLearner
Male,Italy,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,95666.08,MixLearner
Male,France,Doctoral degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to run the code / standard library,26-50% of projects,100449.384,MixLearner
Female,Netherlands,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,26-50% of projects,59791.3,ClassroomLearner
Female,Netherlands,Some college/university study without earning a bachelor's degree,Less than a year,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,76-99% of projects,23916.52,ClassroomLearner
Male,Germany,Master's degree,More than 10 years,Other,Enough to explain the algorithm to someone non-technical,51-75% of projects,23916.52,MixLearner
Male,Germany,Master's degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,51-75% of projects,71749.56,ClassroomLearner
Male,Italy,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,29895.65,MixLearner
Male,Ireland,Bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,100% of projects,47833.04,ClassroomLearner
Male,Spain,Master's degree,6 to 10 years,Other,Enough to tune the parameters properly,100% of projects,19133.216,MixLearner
Male,Spain,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,65770.43,ClassroomLearner
A different identity,Spain,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,53812.17,MixLearner
Male,Other,Doctoral degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to run the code / standard library,26-50% of projects,57399.648,JobLearner
Male,Netherlands,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,83707.82,MixLearner
Male,Other,Doctoral degree,3 to 5 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,51-75% of projects,23916.52,ClassroomLearner
Female,Germany,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,26-50% of projects,65770.43,ClassroomLearner
Male,Germany,Doctoral degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,100% of projects,59791.3,SelfLearner
Male,Ireland,Master's degree,3 to 5 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,10-25% of projects,21524.868,MixLearner
Female,Portugal,Master's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,76-99% of projects,22122.781,ClassroomLearner
A different identity,Netherlands,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,59791.3,MixLearner
Female,Spain,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,59791.3,MixLearner
Male,Other,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,10-25% of projects,41853.91,SelfLearner
Male,Germany,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,100% of projects,71749.56,JobLearner
Female,Germany,Master's degree,3 to 5 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,26-50% of projects,56203.822,SelfLearner
Male,Denmark,Doctoral degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,53812.17,MixLearner
Male,Netherlands,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,29895.65,ClassroomLearner
Male,Belgium,Master's degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,26-50% of projects,70553.734,ClassroomLearner
Male,Spain,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",None,83707.82,SelfLearner
Male,Portugal,Master's degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,51-75% of projects,14062.91376,MixLearner
Male,Spain,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,71749.56,ClassroomLearner
Male,France,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,42451.823,MixLearner
Male,Netherlands,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,10-25% of projects,53812.17,MixLearner
Male,Germany,Doctoral degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,101645.21,MixLearner
Male,Germany,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,239165.2,MixLearner
Male,Spain,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,47833.04,MixLearner
Male,Netherlands,Bachelor's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,100% of projects,43049.736,MixLearner
Male,Germany,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,71749.56,SelfLearner
Female,Other,Master's degree,3 to 5 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,43049.736,MixLearner
Male,Germany,Master's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,10-25% of projects,11958.26,ClassroomLearner
Male,Chile,Professional degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,Less than 10% of projects,119582.6,SelfLearner
Male,Romania,Bachelor's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,71749.56,SelfLearner
Male,Netherlands,Doctoral degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,71749.56,MixLearner
Male,France,Master's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,10-25% of projects,47833.04,JobLearner
Male,Germany,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,83707.82,ClassroomLearner
Male,Spain,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,100% of projects,101645.21,ClassroomLearner
Male,Spain,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,76-99% of projects,59791.3,SelfLearner
Male,Germany,Master's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,77728.69,MixLearner
Male,Germany,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,10-25% of projects,95666.08,SelfLearner
Male,Finland,Master's degree,1 to 2 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,28699.824,MixLearner
Male,Ireland,Some college/university study without earning a bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,157849.032,MixLearner
Female,Finland,Master's degree,3 to 5 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,76-99% of projects,47833.04,SelfLearner
Male,Spain,Professional degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",100% of projects,71749.56,ClassroomLearner
Male,Germany,Doctoral degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to refine and innovate on the algorithm,51-75% of projects,90882.776,ClassroomLearner
Female,Spain,Master's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to run the code / standard library,100% of projects,14349.912,ClassroomLearner
Male,Other,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,131540.86,ClassroomLearner
Male,Finland,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,43049.736,MixLearner
Male,Netherlands,Some college/university study without earning a bachelor's degree,More than 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",None,50224.692,ClassroomLearner
Male,Netherlands,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,71749.56,MixLearner
Male,Spain,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,100% of projects,95666.08,MixLearner
Male,Other,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,26-50% of projects,15545.738,MixLearner
Male,Spain,Bachelor's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to run the code / standard library,100% of projects,45441.388,MixLearner
Male,Netherlands,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,87295.298,MixLearner
Male,Portugal,Master's degree,3 to 5 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,14349.912,MixLearner
Male,Other,Doctoral degree,More than 10 years,Other,Enough to refine and innovate on the algorithm,76-99% of projects,43049.736,SelfLearner
Male,Netherlands,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,100449.384,ClassroomLearner
Female,Spain,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,51-75% of projects,47833.04,ClassroomLearner
Male,Spain,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,23916.52,ClassroomLearner
A different identity,Netherlands,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,95666.08,SelfLearner
Male,Germany,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,80120.342,ClassroomLearner
Male,Greece,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,51-75% of projects,47833.04,MixLearner
Male,Spain,Bachelor's degree,1 to 2 years,Other,Enough to explain the algorithm to someone non-technical,76-99% of projects,39462.258,SelfLearner
Male,Belgium,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,29895.65,MixLearner
Male,Ireland,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,61585.039,MixLearner
Male,Germany,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,95666.08,SelfLearner
Male,Netherlands,Doctoral degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,65770.43,MixLearner
Male,Spain,Some college/university study without earning a bachelor's degree,6 to 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to tune the parameters properly,51-75% of projects,71749.56,JobLearner
Male,France,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,71749.56,MixLearner
Male,France,Master's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,26-50% of projects,44006.3968,MixLearner
Male,Italy,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,76-99% of projects,119582.6,MixLearner
Male,France,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,76532.864,ClassroomLearner
Male,Belgium,Doctoral degree,More than 10 years,Other,Enough to refine and innovate on the algorithm,100% of projects,239165.2,SelfLearner
Male,Finland,Master's degree,3 to 5 years,Other,Enough to explain the algorithm to someone non-technical,26-50% of projects,33483.128,MixLearner
Male,Italy,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,47833.04,SelfLearner
Male,Spain,Doctoral degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,76-99% of projects,35874.78,SelfLearner
Male,Other,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,Less than 10% of projects,17937.39,MixLearner
Male,Germany,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,26-50% of projects,50224.692,JobLearner
